,francise_name,address,TEL
123,응암시장교차로점,"서울 은평구 응암로 247 (응암동, 외환은행)",NULL
124,광교더샵레이크시티점,경기 수원시 영통구 광교호수공원로 20 ,031-548-2587
125,세종종촌점,세종특별자치시 도움1로 106 ,NULL
126,양평역이노플렉스점,"서울 영등포구 양산로 57-5 (양평동3가, 양평동 이노플렉스)",02-2679-7774
127,안산선부광장점,경기 안산시 단원구 선부광장1로 56 ,031-405-5007
128,익산덕기점,전북특별자치도 익산시 무왕로 1730 (덕기동),063-831-1104
129,광주금호종원점,광주 서구 화개1로79번길 7 1층(금호동) 112호,062-412-3371
130,고양삼송테크노벨리점,경기 고양시 덕양구 통일로 140 A동 154호,02-355-6680
131,천안쌍용대우타워점,충남 천안시 서북구 봉명로 24 101호,041-415-2214
132,성남의료원점,경기 성남시 수정구 수정로 170 (신흥동),031-751-7779
133,양재시민의숲에브리데이점,서울 서초구 동산로2길 16 (양재동),NULL
134,인천수봉공원점,인천 미추홀구 수봉로 150-1 (주안동),032-724-9524
135,남해중앙점,경남 남해군 남해읍 화전로78번길 5 (북변리),055-864-3517
136,의정부고산점,경기 의정부시 세석로 24 109,070-7635-6145
137,구미산동점,경북 구미시 산동읍 신당2로1길 12 1동 1층 106호,054-715-3507
138,강북번동점,서울 강북구 오현로34길 12 ,NULL
139,제주외도부영점,제주특별자치도 제주시 우정로11길 3 (외도일동),NULL
140,고령성산점,경북 고령군 대가야읍 우륵로 4 (헌문리),NULL
141,역삼개나리점,서울 강남구 언주로 405 (역삼동),NULL
142,평촌디지털엠파이어점,경기 안양시 동안구 흥안대로427번길 16 1층 118호,NULL
143,의정부행복로점,경기 의정부시 행복로 30 (의정부동),NULL
144,부산신항에비뉴점,경남 창원시 진해구 신항4로 47-14 1층 110호,055-715-3353
145,대전둔산초점,대전 서구 둔산남로 42 (둔산동),042-472-1401
146,화성드림파크점,경기 화성시 우정읍 기아자동차로 237 (매향리),031-358-9596
147,광주풍암2지구점,광주 서구 송풍로17번길 5 062-716-2236,NULL
148,인천우림라이온스밸리점,인천 부평구 부평대로 283 우림라이온스밸리 B동 113호,070-8277-4660
149,진주더퀸즈웰가점,경남 진주시 새평거로 25 상가 1동 111호,055-920-2229
150,수원남수동한옥마을점,경기 수원시 팔달구 창룡대로 66-1 (남수동),031-305-8200
151,광주첨단비즈타워점,광주 북구 첨단연신로 45 1층 A-108호,062-716-0602
152,인천송도이편한세상점,인천 연수구 랜드마크로 113 이편한세상송도 후문상가 113호,070-7661-1113
153,대구현풍중리점,대구 달성군 현풍읍 테크노상업로 26 (중리),NULL
154,보라매중앙점,서울 동작구 여의대방로24길 24 (신대방동),NULL
155,오창1산업단지점,충북 청주시 청원구 오창읍 과학산업3로 202-7 104호,070-7585-0280
156,화성팔탄점,경기 화성시 팔탄면 푸른들판로 701 (구장리),NULL
157,건대양꼬치거리점,서울 광진구 동일로18길 62 ,02-6052-4856
158,제주화북뉴월드마트점,제주특별자치도 제주시 일주동로 233 (화북일동),NULL
159,미사스마트밸리점,경기 하남시 미사강변서로 16 RB158호,NULL
160,굽은다리역사점,"서울 강동구 양재대로 1574 550-103호(명일동, 굽은다리역)",NULL
161,대구달성고점,대구 서구 달구벌대로 1727 (내당동),070-7576-1273
162,여수문수광장점,전남 여수시 여문2로 73 코아상가동 1-11호,061-810-0711
163,동작남성점,서울 동작구 솔밭로 103 (사당동),NULL
164,용두동아제약점,"서울 동대문구 무학로23길 8 (용두동, 보금빌딩)",02-921-3901
165,인천검단법조타운점,인천 서구 이음3로 145 105호,NULL
166,원주원주고점,강원특별자치도 원주시 치악로 1754-2 (개운동),NULL
167,북수원자이렉스자이점,경기 수원시 장안구 장안로 271 1동 101호,031-271-8311
168,광주임동제니스점,광주 북구 유동길 46 202동 1-113호(임동),070-4419-0777
169,인천학산사거리점,인천 미추홀구 매소홀로 355 ,032-299-8076
170,인천오류왕길점,인천 서구 단봉로139번길 3-5 (오류동),070-7856-9994
171,광주전대풍경채점,광주 북구 당뫼로 62 (중흥동),062-513-1070
172,포항이인지구점,경북 포항시 북구 흥해읍 이인로 100 (이인리),NULL
173,김천부곡점,경북 김천시 부곡길 201 1층 105호,NULL
174,수원산드래미점,"경기 수원시 영통구 인계로 264 (매탄동, 매탄삼성내과의원)",070-7755-8755
175,대전노은역광장점,"대전 유성구 노은로 178 (지족동, 금강프라자)",042-824-0315
176,당진기지시점,충남 당진시 송악읍 반촌로 102 태영빌딩 102호,041-970-5846
177,세종도담점,세종특별자치시 보듬3로 6 상가2동 1층 106호,044-867-9080
178,대전둔곡점,대전 유성구 과학지원4길 13 (둔곡동),070-4349-6243
179,동의병원점,부산 부산진구 양정로 63 D동 2층,NULL
180,광주컨벤션센터점,광주 서구 마륵로 104 (치평동),062-716-7898
181,인천국세청점,인천 남동구 미래로 6 마커스 오피스텔 상가 1층,070-5100-5554
182,창원신사로점,경남 창원시 성산구 신사로35번길 2 지하1층 지하2호,055-264-3286
183,강서등촌중앙점,서울 강서구 공항대로45길 44 105호,02-2658-2686
184,창원남산서상점,경남 창원시 의창구 남산로 99 (서상동),055-292-5048
185,상명대동숭캠퍼스소극장점,"서울 종로구 동숭길 133 (동숭동, 상명대학교예술디자인센터)",070-8816-0008
186,대구범어W점,"대구 수성구 달구벌대로 2436 (범어동, 수성 범어W)",053-746-2435
187,광주동구청점,"광주 동구 제봉로82번길 3 (서석동, 굴마을 생선구이)",062-413-5103
188,서울역부양빌딩점,"서울 용산구 한강대로 397 (동자동, 부양빌딩)",NULL
189,대전관저마치광장점,대전 서구 구봉로 137 ,042-710-0071
190,수원팔달경찰서점,경기 수원시 팔달구 세지로 395 (우만동),031-257-4521
191,광주큰별초등학교점,"광주 광산구 수등로123번길 21 (신가동, 수완지구 호반베르디움 1차 아파트)",062-716-4206
192,완주봉동둔산점,전북특별자치도 완주군 봉동읍 둔산3로 18 (둔산리),070-7766-7715
193,단국대천안캠퍼스단우홀점,충남 천안시 동남구 단대로 119 단우홀내,NULL
194,명동길점,서울 중구 명동7길 18 (명동1가),02-771-7772
195,단국대죽전캠퍼스웅비홀점,"경기 용인시 기흥구 마북로247번길 109 (마북동, 단국대학교기숙사)",NULL
196,인천구월아시아드점,인천 남동구 선수촌공원로17번길 1 구월테크노벨리 110호,032-227-8270
197,동탄숲속마을점,경기 화성시 동탄지성로 145 (능동),NULL
198,미사하남고점,"경기 하남시 미사강변남로 33 (망월동, 황금프라자)",070-8648-3075
199,분당서현로데오점,"경기 성남시 분당구 분당로53번길 3 (서현동, 농업협동조합중앙회)",031-697-5482
200,둔촌동역사1호점,서울 강동구 양재대로 1355 둔촌동역사 554-104호,02-477-2335
201,진영여래점,경남 김해시 진영읍 여래로20번길 6 ,055-724-2588
202,남한산성입구역역사점,경기 성남시 수정구 산성대로 445 남한산성입구역 지하 822-203호,NULL
203,포항용흥점점,경북 포항시 북구 대안길 58 150동 107호,054-248-5453
204,서귀포여고점,"제주특별자치도 서귀포시 태평로 95 (호근동, 서귀포의 아침)",NULL
205,대구달서sk뷰점,대구 달서구 용산로 27 (본리동),053-525-3777
206,거제고현터미널점,경남 거제시 서문로 73 102호,055-736-2236
207,진해용원어시장점,경남 창원시 진해구 용원동로221번길 4-1 (용원동),055-715-5420
208,인천구월여중점,"인천 남동구 예술로174번길 46 1층 104호(구월동, 인스테이션)",070-7808-3247
209,경주보문점,경북 경주시 보문로 549 110호,054-745-3010
210,대구파동점,"대구 수성구 파동로 190 101동 103호(파동, 수성더팰리스푸르지오더샵)",053-201-0215
211,도곡매봉점,"서울 강남구 남부순환로 2738 (도곡동, 상일빌딩)",NULL
212,천호2동점,"서울 강동구 올림픽로 686 (천호동, 오송빌딩)",NULL
213,대치학원가중앙점,서울 강남구 도곡로78길 6 101-102호,02-6954-0991
214,장한평역사점,서울 동대문구 천호대로 지하 405 역사 지하2층,NULL
215,인천마전중학교점,"인천 서구 완정로92번길 1 (마전동, 검단힐스테이트아파트 상가)",070-4647-0726
216,대구강창역점,대구 달서구 호산로27길 2 (파호동),NULL
217,울산왕생이길점,울산 남구 왕생로 61 (달동),052-256-3476
218,광주소촌힐스점,광주 광산구 어등대로647번북길 8 501 근린생활시설동 1,070-4241-8228
219,안산KTD점,경기 안산시 단원구 산단로 14 ,NULL
220,오산원동롯데캐슬점,"경기 오산시 원당로 35 (원동, 오산롯데캐슬스카이파크)",010-7734-9149
221,진해남원로타리점,경남 창원시 진해구 중원로 20-1 ,055-719-3388
222,안양1번가점,경기 안양시 만안구 만안로223번길 7 (안양동),NULL
223,대전갈마점,대전 서구 갈마중로 4 (갈마동),042-533-0525
224,안성공도점,경기 안성시 공도읍 서동대로 4079 주은풍림아파트 제상가동 130호,NULL
225,수원화서블루밍점,경기 수원시 팔달구 화양로35번길 12 101호,031-255-3194
226,마산육호대로점,경남 창원시 마산회원구 회원동5길 1 101,055-242-8909
227,고양관산고골점,경기 고양시 덕양구 고골길 5 2,031-966-0723
228,인천부평역이편한시티점,인천 부평구 경원대로1344번길 34 1층 113호,032-233-0321
229,여수쌍봉사거리점,전남 여수시 시청로 43 1층 에이호,061-686-4914
230,강서대점,서울 강서구 까치산로 127 (화곡동),02-2602-9502
231,파주문발점,경기 파주시 지목로 68 (문발동),031-937-8588
232,충주교통대점,충북 충주시 대소원면 대학로 27 (검단리),070-8657-0615
233,압구정스퀘어점,서울 강남구 압구정로34길 11 ,02-512-9888
234,울산언양읍성점,울산 울주군 언양읍 북문6길 5 (동부리),052-254-8331
235,대전충남대병원점,대전 중구 계룡로920번길 32 (대사동),042-242-8884
236,동대입구역점,서울 중구 동호로24길 27 (장충동2가),NULL
237,우장산숲아이파크점,"서울 강서구 강서로 200 1층 좌측호(화곡동, 섬유유통노련회관)",070-7804-3737
238,장유한양에스쇼핑점,경남 김해시 장유로 270 1층 113호,055-820-7711
239,문발IC점,경기 파주시 교하로 849 ,031-945-8899
240,옥정프라자점,경기 양주시 옥정서로 217 105호,031-858-7233
241,압구정스마일점,서울 강남구 압구정로 334 지상1층 104호,02-514-3888
242,대전선사유적지점,대전 서구 청사서로 36 (월평동),042-488-1982
243,송파풍납점,서울 송파구 토성로 65 ,02-482-1230
244,서울외대점,서울 동대문구 휘경로 12 (이문동),NULL
245,삼척임원항점,"강원특별자치도 삼척시 원덕읍 임원중앙로 39-1 (임원리, 여정식당)",NULL
246,김해안동푸르지오점,경남 김해시 안동길 31 109동 106호 컴포즈커피 김해안동푸르지오점,055-724-3810
247,전북대점,전북특별자치도 전주시 덕진구 권삼득로 315 ,NULL
248,선유중앙점,서울 영등포구 선유로49길 22 (양평동4가),NULL
249,대구세천점,대구 달성군 다사읍 세천남로 8 (세천리),053-583-7747
250,창원중앙오거리점,경남 창원시 성산구 원이대로580번길 24-4 (중앙동),055-266-3799
251,대전월평점,"대전 서구 월평로 64 1층 일부호(월평동, 구성빌딩)",NULL
252,영광군청점,전남 영광군 영광읍 중앙로 180 ,061-945-9885
253,탕정유니콘101점,"충남 아산시 탕정면 용머리길 40 유니콘101 2동 114,123B호",041-427-0100
254,용산원효로점,서울 용산구 원효로41길 23 (원효로3가),070-8670-8822
255,과천상상자이점,"경기 과천시 과천대로7길 65 (갈현동, 과천상상자이타워)",070-4647-4575
256,제주저지점,제주특별자치도 제주시 한경면 녹차분재로 525 (저지리),NULL
257,인천송도스마트스퀘어점,인천 연수구 송도미래로11번길 27 B동 124호,032-813-0124
258,창원의창구청점,"경남 창원시 의창구 도계로4번길 27 (도계동, 동영빌라)",055-603-3312
259,수원조원점,경기 수원시 장안구 조원로 69 (조원동),031-255-1544
260,용인김량장동점,경기 용인시 처인구 금령로85번길 1 (김량장동),031-328-8289
261,원주남원주초점,강원특별자치도 원주시 늘품로 33 ,033-765-2255
262,양재이마트점,"서울 서초구 매헌로 16 이브랜드 리빙관 ,지하1층 102호",02-2155-0118
263,인천검단예미지트리플에듀점,인천 서구 서로4로 89 검단신도시예미지트리플에듀 상가 110호,032-564-8298
264,부천대점,경기 부천시 원미구 부일로445번길 45 (심곡동),032-655-1244
265,상주경북대점,"경북 상주시 경상대로 2560-13 (가장동, 동이빌딩)",054-536-0606
266,하계타운점,서울 노원구 한글비석로1길 67 ,070-4151-3500
267,인천대청도점,인천 옹진군 대청면 대청남로 4 (대청리),NULL
268,강진중앙점,전남 강진군 강진읍 중앙로 120 (남성리),NULL
269,인천정서진점,인천 서구 정서진5로 37 상가 104호,032-563-0076
270,부천송내우성점,경기 부천시 소사구 중동로49번길 44 1층 6호,070-4099-1282
271,부천팰리스카운티점,경기 부천시 원미구 중동로 100 아이파크상가 108호,070-4252-2024
272,통영미수점점,경남 통영시 미수해안로 42 101호,055-725-8007
273,광주쌍촌명지점,광주 서구 상무대로868번길 30-1 (쌍촌동),062-381-2233
274,수유역점,서울 강북구 오패산로 417 1층 일부(번동),02-998-4160
275,청주산남점,충북 청주시 서원구 산남로 68 센타프라자 109호,043-288-6186
276,수원능실마을점,경기 수원시 권선구 호매실로165번길 71 110동 109호,031-297-8735
277,인천부평하이마트점,인천 부평구 길주로 512 1층 컴포즈커피,070-4419-2419
278,중계중앙점,서울 노원구 덕릉로73길 18 태인빌딩1층 104호,02-935-2407
279,이기대입구점,부산 남구 이기대공원로 4 101호,051-791-0503
280,인천구월한화포레나점,인천 남동구 석산로 202 (구월동),032-466-0507
281,대전건양대병원점,대전 서구 관저동로 170 124호,042-543-6093
282,수원송죽점,경기 수원시 장안구 경수대로973번길 18 (송죽동),NULL
283,청주지웰시티점,충북 청주시 흥덕구 대농로 49 043-900-6020,NULL
284,일원맛의거리점,서울 강남구 양재대로35길 6 (일원동),02-459-9618
285,대구강촌우방점,대구 동구 화랑로80길 8 1층 102호,053-249-7366
286,대전용문역점,대전 서구 계룡로 632 102호,070-8657-3935
287,상동라일락점,경기 부천시 도약로 37-1 (상동),032-323-0918
288,대구국우점,대구 북구 학남로 97 (국우동),053-311-3355
289,광주상무우정청점,광주 서구 계수로 51 (쌍촌동),062-716-7708
290,대전미건테크노월드점,"대전 유성구 테크노2로 199 (용산동, 미건테크노월드)",042-933-9843
291,삼양솔매점,"서울 강북구 솔매로28길 1 171, 172호",NULL
292,중계브라운스톤점,"서울 노원구 동일로203가길 29 171, 172호",02-977-3412
293,용인물푸레마을점,"경기 용인시 기흥구 구성3로28번길 20 가나프라자 2차 제1층 102호,103호",070-4252-5252
294,여수죽림부영점,전남 여수시 소라면 죽림로 10 상가동 105호(죽림부영1차),061-810-3686
295,양주고암점,경기 양주시 고암길 306-77 102호,NULL
296,고양관산점,경기 고양시 덕양구 통일로 768 1,070-8657-3832
297,고척중앙점,서울 구로구 고척로27길 111 (개봉동),02-2038-8600
298,인천완정사거리점,인천 서구 원당대로 673 태한빌딩103호,070-4335-2336
299,철산우성점,경기 광명시 시청로 139 케이비에스우성아파트 제14동 제111호,NULL
300,창원역점,경남 창원시 의창구 의창대로62번길 5 ,055-719-0486
301,대전송촌공원점,대전 대덕구 동춘당로94번길 11-7 광혜빌딩 1층,NULL
302,광주일곡중학교점,"광주 북구 일곡마을로 225-1 상가동 1층 111, 112호",062-571-2588
303,김해생림나전점,경남 김해시 생림면 인제로 722 (나전리),070-4647-1243
304,광주광주여대점,광주 광산구 용아로 235 상가동 1층 101호(산정동),062-955-5004
305,파주문산당동점,경기 파주시 문산읍 방촌로 1719-62 와우노블시티 1층,NULL
306,건대스타시티몰점,서울 광진구 능동로 110 더샵스타시티몰 영존 B213호,NULL
307,시흥은계우미린점,"경기 시흥시 은계중앙로 115 상가동 1층 102호(은행동, 시흥은계우미린더퍼스트)",031-8042-6787
308,울산시청점,울산 남구 돋질로81번길 9-1 ,0504-0801-0085
309,하계을지병원점,서울 노원구 공릉로59나길 48-4 (하계동),02-2088-6457
310,인천삼산초등학교점,인천 부평구 후정동로 28 상가 5호,070-8240-3177
311,안산반월역점,경기 안산시 상록구 건건로 119-5 작악빌딩 1층 일부(건건동),NULL
312,평촌역점,경기 안양시 동안구 관평로182번길 53 1층107호,NULL
313,시흥정왕본동점,경기 시흥시 정왕천로428번길 2 1층 일부호,031-498-1021
314,신용산래미안점,서울 용산구 한강대로 95 109,070-7537-2984
315,화서역브리시엘점,경기 수원시 장안구 수성로157번길 60 144호,070-7624-2979
316,의정부회룡점,경기 의정부시 평화로 365 (호원동),031-877-6580
317,가양초점,"서울 강서구 양천로59길 46 대일빌딩, 101호",02-2668-0507
318,인천효성제일풍경채점,인천 계양구 효서로112번길 2 (효성동),070-8844-1269
319,둔내웰리힐리점,강원특별자치도 횡성군 둔내면 고원로 251 C동,NULL
320,서대구화성파크점,대구 서구 서대구로29길 30 7208동 1층 7호,053-525-1734
321,울산터미널점,울산 남구 달삼로72번길 13 (달동),052-266-5592
322,시흥거모점,경기 시흥시 도일로135번길 4 ,031-493-0234
323,반포원베일리점,서울 서초구 반포대로 291 141호,NULL
324,파주금촌점,경기 파주시 문화로 97 제1호(파주시 문화로 97),031-935-6306
325,광주선교지구점,"광주 동구 선교로 38-30 111동 105호(선교동, 선교1차우방아이유쉘아파트)",062-225-5565
326,원주시청로점,"강원특별자치도 원주시 시청로 76 (무실동, 에이스주차타워2)",NULL
327,마산완월서광점,경남 창원시 마산합포구 고운로 168 서광아파트상가 101호,055-222-5048
328,대전관저원앙점,대전 서구 관저북로 71 원앙쇼핑 105호,0502-1921-2358
